Number of Contributors,Reside in US,Currency Used,Age,Relationship Status,Children Currently,Children Desired,Full Time Employment,"Part Time, Regular Employment","Part Time, Irregular Employement",Not Employed,Working Industry,Employer Type,Job Role,Job Title,Housing Situation,Cost of Living Index,Financially Independent,FI Number,Percent of FI Amount,Retired,Amount to Retire,Target Safe Withdrawal Rate,Annual Income [Supplemental Sources],Retired Annual Spending,Type of FI,Work if FI,Intended Retirement Age,Inflation/Recession Effects,FI Number [Retired],Annual Withdrawal Rate,Annual Withdrawal Amount,Total Assets,Total Debt,Annual Expenses,Total Income,Year
2,Yes,United States Dollars (USD),31-35,Married,,,For an organization,,,,Information Technology (incl. software engineering),Private corporation,Consultant,,Own,71-80,No,1500000.0,29,,1500000.0,4,20000.0,70000.0,ChubbyFI,Undecided,46-50,Increased my FI and/or RE number,,,,1530000.0,850000.0,0.0,0.0,2023
2,Yes,United States Dollars (USD),36-40,Married,2,0,For an organization,,,,Engineering (NOT software),Private corporation,Professional (non-licensed),,Own,71-80,No,2650000.0,29,,2650000.0,3.5,85000.0,85000.0,FI,Yes,51-55,Increased my FI and/or RE number,,,,1285000.0,384000.0,200000.0,200000.0,2023
2,Yes,United States Dollars (USD),36-40,Married,1,0,For an organization,,For myself,,Manufacturing,Public corporation,Management - Middle / Lower,"Associate Director, Sustainability",Own,61-70,No,2000000.0,60,,2500000.0,4,50000.0,90000.0,FI,Partially,46-50,Increased my FI and/or RE number,,,,1674000.0,285000.0,0.0,0.0,2023
2,Yes,United States Dollars (USD),36-40,Married,1,1,For an organization,,,,Information Technology (incl. software engineering),Private corporation,Information technology,Software Developer,Own,81-90,No,2000000.0,45,,2500000.0,36,,100000.0,Barista / Coast FI,Partially,51-55,No change,,,,1448000.0,250000.0,0.0,0.0,2023
1,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,2,For an organization,,,,Engineering (NOT software),Public agency (Government),Administrative staff,Mechanical Engineer,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
1,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,,For an organization,,,,Information Technology (incl. software engineering),Public corporation,Information technology,Software Engineer,Own,81-90,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
1,Yes,United States Dollars (USD),21-25,"Single, never married",,2,For an organization,,,,Financial Services,Public agency (Government),Other (Please specify) - Auditor,Auditor,Live with family or friends,81-90,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
1,Yes,United States Dollars (USD),21-25,"In a relationship, but not married",,,For an organization,,,,Information Technology (incl. software engineering),Public corporation,Information technology,Software Quality Associate,Rent,81-90,No,2000000.0,3,,2000000.0,5,,85000.0,Barista / Coast FI,Partially,51-55,No change,,,,58600.0,0.0,0.0,48060.0,2023
1,Yes,United States Dollars (USD),26-30,"Single, never married",,,For an organization,,,,Financial Services,Nonprofit corporation,Management - Middle / Lower,Associate Manager,Rent,81-90,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
1,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,2,For an organization,,,,Engineering (NOT software),Public agency (Government),Administrative staff,Mechanical engineer,Live with family or friends,81-90,No,2500000.0,13,,4000000.0,3.5,,100000.0,FI,No,61-65,Increased my FI and/or RE number,,,,325000.0,0.0,101600.0,118000.0,2023
2,Yes,United States Dollars (USD),31-35,Married,1,,"For an organization,For myself",For myself,,,Information Technology (incl. software engineering),Private corporation,Information technology,Consultant,Own,81-90,No,2500000.0,4,,20000000.0,5,124000.0,45000.0,Undecided,Partially,46-50,No change,,,,848997.0,647200.0,0.0,0.0,2023
2,Yes,United States Dollars (USD),36-40,Married,2,0,For an organization,"For an organization,For myself",,,Information Technology (incl. software engineering),Private corporation,Information technology,,Own,81-90,No,6200000.0,73,,6200000.0,3.5,225000.0,170000.0,FI,Partially,41-45,No change,,,,5325000.0,0.0,150000.0,1425000.0,2023
1,Yes,United States Dollars (USD),31-35,Divorced,,,For an organization,,,,Financial Services,Public corporation,Administrative staff,Sr. Financial Analyst,Own,71-80,No,1250000.0,9,,2000000.0,4,,50000.0,FI,Undecided,51-55,No change,,,,355400.0,225300.0,105050.0,105050.0,2023
2,Yes,United States Dollars (USD),31-35,"In a relationship, but not married",,2,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
1,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,,For an organization,,,,Education,Nonprofit corporation,Consultant,Labor Relations Specialist,Own,61-70,No,2000000.0,21,,1600000.0,4,35000.0,80000.0,FI,Undecided,51-55,"Increased my FI and/or RE number,Increased my planned RE date",,,,705000.0,300000.0,58000.0,142000.0,2023
2,No,Australian Dollars (AUD),31-35,"In a relationship, but not married",,3,For an organization,,,,Healthcare,Public agency (Government),Professional (licensed / certificated),Medical Practitioner,Own,61-70,No,1992031.87250996,50,,2656042.496679947,4,,79681.2749003984,FI,Undecided,41-45,No change,,,,1759628.1540504647,531208.4993359894,92961.48738379814,405046.4807436919,2023
1,Yes,United States Dollars (USD),36-40,"Single, never married",,,For an organization,,,,Information Technology (incl. software engineering),Public corporation,Consultant,,Own,71-80,No,1000000.0,70,,1000000.0,4,10000.0,50000.0,FI,Undecided,41-45,No change,,,,1000000.0,0.0,302498.0,302498.0,2023
1,Yes,United States Dollars (USD),61-65,Married,2,0,For an organization,,,,Military,Private corporation,Professional (licensed / certificated),Capability Architect,Own,71-80,No,1000000.0,50,,1000000.0,6,75.0,70000.0,Don't Understand,Yes,61-65,"Decreased my FI and/or RE number,Decreased my planned RE date",,,,955000.0,180000.0,72500.0,152250.0,2023
2,Yes,United States Dollars (USD),31-35,Married,,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
1,Yes,United States Dollars (USD),41-45,Married,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
1,Yes,United States Dollars (USD),41-45,Married,1,1,For an organization,,For myself,,Information Technology (incl. software engineering),Public corporation,Information technology,Principal,Own,91-100,No,2800000.0,50,,3000000.0,3.2,120000.0,150000.0,ChubbyFI,Partially,46-50,No change,,,,2902164.0,1126700.0,125000.0,567000.0,2023
1,Yes,United States Dollars (USD),36-40,Divorced,,,For an organization,,,,Education,Public agency (Government),Administrative staff,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
2,Yes,United States Dollars (USD),36-40,Married,2,0,For an organization,,,,Military,Public agency (Government),Management - Middle / Lower,,Own,81-90,No,3000000.0,60,,4000000.0,3,144000.0,200000.0,ChubbyFI,Undecided,46-50,No change,,,,4500000.0,1625000.0,29000.0,30750.0,2023
1,Yes,United States Dollars (USD),36-40,"Single, never married",,,For an organization,,,,Professional & Business Services,Public corporation,Marketing,Analyst,Live with family or friends,91-100,No,2500000.0,40,,2500000.0,3.5,12000.0,100000.0,FI,Undecided,51-55,No change,,,,1010000.0,0.0,0.0,0.0,2023
1,Yes,United States Dollars (USD),31-35,"In a relationship, but not married",,,For an organization,,For myself,,Transportation,Private corporation,Administrative staff,,Own,81-90,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
1,Yes,United States Dollars (USD),31-35,"Single, never married",,,For an organization,,,,Financial Services,Public corporation,Information technology,,Rent,81-90,No,2500000.0,20,,2500000.0,3,,,FI,Yes,41-45,No change,,,,560000.0,2000.0,80000.0,160000.0,2023
2,Yes,United States Dollars (USD),31-35,Married,1,2,For an organization,,,,Information Technology (incl. software engineering),Public agency (Government),Information technology,Systems Engineer,Own,61-70,No,750000.0,15,,100000.0,4,20000.0,40000.0,FI,Partially,51-55,Increased my FI and/or RE number,,,,485000.0,251000.0,140000.0,140000.0,2023
1,Yes,United States Dollars (USD),36-40,Married,3,0,For an organization,,,,Information Technology (incl. software engineering),Public corporation,Information technology,Senior Software Engineer,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
1,Yes,United States Dollars (USD),41-45,"Single, never married",,,For an organization,,,,Education,Private corporation,Other (Please specify) - Professor,Assistant Professor,Own,61-70,Yes,,,No,1000000.0,3,50000.0,30000.0,FI,Partially,51-55,No change,750000.0,,,972000.0,17500.0,50250.0,56200.0,2023
1,Yes,United States Dollars (USD),36-40,Married,3,0,For an organization,,,,Information Technology (incl. software engineering),Public corporation,Information technology,Senior Software Engineer,Own,71-80,No,3000000.0,7,,3000000.0,3,,90000.0,FI,Yes,36-40,No change,,,,2400000.0,302000.0,257000.0,343264.0,2023
2,Yes,United States Dollars (USD),36-40,Married,,,For an organization,,For myself,,Information Technology (incl. software engineering),Private corporation,Management - Middle / Lower,Network Engineering Manager,Nomadic,71-80,No,1000000.0,35,,1250000.0,4,15000.0,45000.0,LeanFI,Partially,46-50,Increased my FI and/or RE number,,,,365000.0,10000.0,194400.0,218000.0,2023
1,Yes,United States Dollars (USD),36-40,Married,2,0,For an organization,,,,Information Technology (incl. software engineering),Private corporation,Information technology,Software Architect,Own,61-70,No,1750000.0,62,,1750000.0,3.5,0.0,60000.0,FI,Partially,41-45,No change,,,,1750000.0,395000.0,235000.0,235000.0,2023
1,Yes,United States Dollars (USD),36-40,"In a relationship, but not married",,,For an organization,,For myself,,Retail,Public corporation,Professional (non-licensed),Software Engineer,Own,71-80,No,2400000.0,62.5,,2400000.0,4,,50000.0,Barista / Coast FI,Partially,46-50,"Increased my FI and/or RE number,Increased my planned RE date",,,,3350000.0,368000.0,174200.0,245000.0,2023
1,Yes,United States Dollars (USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
1,Yes,United States Dollars (USD),36-40,"Single, never married",,,For an organization,,,,Information Technology (incl. software engineering),Public corporation,Sales,Sales Executive,Own,81-90,Yes,,,No,1500000.0,4.5,100000.0,100000.0,FI,No,41-45,No change,2000000.0,,,3350000.0,700000.0,120000.0,350000.0,2023
2,Yes,United States Dollars (USD),31-35,Married,,,For an organization,,,,Leisure & Hospitality,Public corporation,Customer service,,Own,71-80,No,2000000.0,5,,2000000.0,4,,80000.0,FI,Undecided,51-55,Increased my FI and/or RE number,,,,560000.0,316000.0,100000.0,135000.0,2023
2,Yes,United States Dollars (USD),31-35,Married,2,0,For an organization,,,,Financial Services,Private corporation,Management - Middle / Lower,Sr Manager - Business Intelligence,Own,61-70,No,3000000.0,20,,5000000.0,4,,120000.0,ChubbyFI,No,51-55,Decreased my planned RE date,,,,1060000.0,189000.0,195000.0,195000.0,2023
2,Yes,United States Dollars (USD),36-40,Married,2,1,For an organization,,,,Information Technology (incl. software engineering),Public corporation,Management - Middle / Lower,,Own,71-80,No,3500000.0,30,,3500000.0,3.5,,170000.0,ChubbyFI,Undecided,41-45,No change,,,,970000.0,290000.0,120000.0,0.0,2023
2,No,United States Dollars (USD),<20,"Single, never married",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
1,Yes,United States Dollars (USD),31-35,"Single, never married",,,For an organization,,,,Engineering (NOT software),Private corporation,Professional (non-licensed),Project Engineer,Own,71-80,No,1100000.0,86,,1100000.0,3.5,20000.0,48000.0,FI,Yes,31-35,No change,,,,1064000.0,74000.0,56000.0,100000.0,2023
2,Yes,United States Dollars (USD),36-40,Married,2,0,For an organization,,,,Healthcare,Public corporation,Professional (non-licensed),Finance Manager,Own,81-90,No,3000000.0,37,,3000000.0,4,90000.0,120000.0,FI,Yes,51-55,No change,,,,2155000.0,475000.0,0.0,0.0,2023
1,Yes,United States Dollars (USD),31-35,"Single, never married",,,For an organization,,,,Information Technology (incl. software engineering),Private corporation,Information technology,Manager of Technology,Rent,71-80,No,1700000.0,30,,1700000.0,4,30000.0,68000.0,FI,Partially,41-45,Increased my FI and/or RE number,,,,450000.0,0.0,175000.0,175000.0,2023
1,Yes,United States Dollars (USD),41-45,Married,1,0,For an organization,,,,Information Technology (incl. software engineering),Public corporation,Marketing,Copywriter,Own,91-100,No,3000000.0,30,,3000000.0,4,45000.0,100000.0,Undecided,Yes,56-60,No change,,,,1867500.0,276000.0,238334.0,247899.0,2023
2,Yes,United States Dollars (USD),31-35,Married,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
2,Yes,United States Dollars (USD),26-30,Married,,3,For an organization,,For myself,,Information Technology (incl. software engineering),Private corporation,Professional (non-licensed),Software Engineer,Rent,61-70,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
2,Yes,United States Dollars (USD),36-40,Married,1,1,For an organization,,,,Education,Public agency (Government),Professional (non-licensed),Professor,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
1,Yes,United States Dollars (USD),36-40,"In a relationship, but not married",,,For an organization,,,,Engineering (NOT software),Public corporation,Management - Middle / Lower,,Own,61-70,No,2000000.0,45,,2000000.0,4,,70000.0,FI,Partially,46-50,Increased my FI and/or RE number,,,,1173000.0,174000.0,0.0,0.0,2023
1,Yes,United States Dollars (USD),36-40,"In a relationship, but not married",,3,For an organization,For myself,,,Information Technology (incl. software engineering),Private corporation,Information technology,Software Developer III,Own,71-80,No,4950000.0,4,,5000000.0,3,19200.0,110000.0,FI,Partially,51-55,No change,,,,627399.0,237064.0,108260.0,131650.0,2023
1,Yes,United States Dollars (USD),46-50,Divorced - Remarried,,,For an organization,For myself,,,Utilities,Public corporation,Management - Middle / Lower,Senior Manager,Own,81-90,Yes,,,No,3000000.0,4,120000.0,120000.0,FI,No,51-55,No change,2000000.0,,,3350000.0,820000.0,0.0,0.0,2023
1,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,4,For an organization,,,,Engineering (NOT software),Private corporation,Consultant,Solid Waste Engineer 2,Own,71-80,No,2500000.0,0.24,,2500000.0,3,30000.0,60000.0,FI,Partially,41-45,No change,,,,258001.0,188800.0,81650.0,84000.0,2023
1,Yes,United States Dollars (USD),26-30,"Single, never married",,,For an organization,,,,Professional & Business Services,Public corporation,Consultant,Actuarial Consultant,Own,61-70,No,4000000.0,15,,3000000.0,4,150000.0,60000.0,FI,Undecided,56-60,Increased my FI and/or RE number,,,,652000.0,60000.0,103200.0,122000.0,2023
2,Yes,United States Dollars (USD),36-40,Married,1,0,,,For myself,,Professional & Business Services,Public corporation,Management - Middle / Lower,Manager,Rent,91-100,Yes,,,Yes,,,,,,,,,5000000.0,,,5500000.0,0.0,0.0,1000000.0,2023
2,Yes,United States Dollars (USD),41-45,Married,1,0,For an organization,,,,Engineering (NOT software),Public corporation,Management - Middle / Lower,Senior Project Manager,Own,71-80,No,5000000.0,12,,4000000.0,3,50000.0,125000.0,FI,Yes,56-60,Increased my FI and/or RE number,,,,1443309.0,684759.0,586935.06,235000.0,2023
2,Yes,United States Dollars (USD),36-40,Married,,2,For myself,,,,Information Technology (incl. software engineering),Self-employed,Management - Upper,,Own,81-90,No,5000000.0,15,,,3,50000.0,200000.0,FI,No,51-55,No change,,,,7700000.0,500000.0,0.0,0.0,2023
1,Yes,United States Dollars (USD),26-30,"Single, never married",,,For an organization,,,,Information Technology (incl. software engineering),Public corporation,Information technology,Site Reliability Engineer,Rent,91-100,Yes,,,No,1400000.0,4,,,FI,Partially,31-35,No change,1000000.0,,,1200000.0,0.0,176200.0,245000.0,2023
2,Yes,United States Dollars (USD),36-40,Married,1,0,For an organization,,,,Natural Resources,Public agency (Government),Program staff,Habitat Biologist,Own,71-80,No,1275000.0,14,,1275000.0,4,70000.0,60000.0,LeanFI,Partially,56-60,No change,,,,942062.0,63861.0,174637.0,181837.0,2023
1,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,2,For an organization,,,,Information Technology (incl. software engineering),Public corporation,Information technology,Software Engineer,Live with family or friends,71-80,No,5000000.0,12,,5000000.0,3,,100000.0,FI,Partially,46-50,Increased my planned RE date,,,,610000.0,0.0,258300.0,258300.0,2023
2,Yes,United States Dollars (USD),46-50,Married,5,0,For an organization,,,,Military,Public agency (Government),Professional (licensed / certificated),Attorney,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
1,Yes,United States Dollars (USD),21-25,"Single, never married",,,For an organization,,,,Engineering (NOT software),Public corporation,Professional (non-licensed),Engineer,Rent,71-80,No,3000000.0,3,,3000000.0,3,,50000.0,FatFI,Undecided,46-50,No change,,,,105000.0,0.0,78000.0,78000.0,2023
1,Yes,United States Dollars (USD),26-30,"Single, never married",,,For an organization,,,,Engineering (NOT software),Private corporation,Professional (licensed / certificated),Civil Engineer,Live with family or friends,71-80,No,2000000.0,5,,2500000.0,4,24000.0,70000.0,ChubbyFI,Partially,56-60,"Increased my FI and/or RE number,Increased my planned RE date",,,,100000.0,29200.0,0.0,0.0,2023
1,Yes,United States Dollars (USD),36-40,"In a relationship, but not married",,,For an organization,,,,Information Technology (incl. software engineering),Public corporation,Information technology,Software Developer,Rent,81-90,No,1500000.0,43,,1500000.0,3.5,32000.0,50000.0,FI,Yes,46-50,Increased my FI and/or RE number,,,,657412.0,0.0,0.0,0.0,2023
2,Yes,United States Dollars (USD),46-50,Married,5,0,For an organization,,,,Military,Public agency (Government),Professional (licensed / certificated),,Own,71-80,Yes,,,No,3000000.0,5,120000.0,200000.0,ChubbyFI,No,61-65,No change,1200000.0,,,2000000.0,272000.0,216000.0,206000.0,2023
2,Yes,United States Dollars (USD),36-40,Married,1,0,For an organization,,,,Information Technology (incl. software engineering),Public corporation,Information technology,Software Engineer,Own,81-90,No,4000000.0,40,,5000000.0,3,45000.0,125000.0,ChubbyFI,Partially,41-45,No change,,,,3075000.0,575000.0,45000.0,405000.0,2023
1,Yes,United States Dollars (USD),46-50,"In a relationship, but not married",,,,,,"For an organization,For myself",Information Technology (incl. software engineering),Private corporation,Information technology,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
1,Yes,United States Dollars (USD),36-40,"Single, never married",,,For an organization,,,,Information Technology (incl. software engineering),Public corporation,Information technology,Software Engineer,Rent,141-150,No,2000000.0,25,,1000000.0,3.5,20000.0,50000.0,FI,Partially,41-45,No change,,,,500000.0,0.0,425000.0,425000.0,2023
1,Yes,United States Dollars (USD),66-70,Widowed,1,0,,,,For myself,Financial Services,Public corporation,Sales,Vice President,Own,61-70,Yes,,,Yes,,,,,,,,,1000000.0,0.0,0,2601000.0,24000.0,46200.0,41000.0,2023
1,Yes,United States Dollars (USD),41-45,Married,2,0,For an organization,,,,Information Technology (incl. software engineering),Public corporation,Information technology,Solutions Architect,Own,71-80,No,3000000.0,50,,3000000.0,37,20000.0,120000.0,ChubbyFI,Undecided,56-60,Increased my FI and/or RE number,,,,2441000.0,142000.0,132000.0,560000.0,2023
1,Yes,United States Dollars (USD),21-25,"In a relationship, but not married",,2,For an organization,,,,Information Technology (incl. software engineering),Private corporation,Other (Please specify) - Data annotator,AI trainer,Own,61-70,No,500000.0,10,,1000000.0,3,20000.0,25000.0,LeanFI,Undecided,Undecided,"Increased my FI and/or RE number,Increased my planned RE date",,,,91150.0,10003.0,0.0,0.0,2023
2,Yes,United States Dollars (USD),26-30,Married,,2,For an organization,,,,Engineering (NOT software),Public corporation,Professional (non-licensed),Engineer,Rent,71-80,No,2000000.0,25,,5000000.0,4,30000.0,200000.0,ChubbyFI,No,56-60,No change,,,,500000.0,0.0,304600.0,306000.0,2023
2,Yes,United States Dollars (USD),31-35,Married,,2,For an organization,,,,Engineering (NOT software),Private corporation,Professional (licensed / certificated),Project Manager,Own,81-90,No,1500000.0,20,,200000.0,3.5,48000.0,80000.0,FI,Yes,51-55,No change,,,,808000.0,440000.0,195000.0,195000.0,2023
2,No,Canadian Dollars (CAD),26-30,Married,,2,For an organization,For myself,,,Professional & Business Services,Private corporation,Professional (licensed / certificated),Controller,Own,61-70,No,2962962.9629629627,40,,3703703.7037037034,3,,88888.88888888888,FI,No,51-55,Increased my planned RE date,,,,2061481.4814814813,742222.2222222221,237037.03703703702,237037.03703703702,2023
1,Yes,United States Dollars (USD),31-35,"In a relationship, but not married",,,For an organization,,,,Engineering (NOT software),Public corporation,Professional (non-licensed),,Rent,81-90,No,750000.0,55,,1500000.0,4,,30000.0,FI,Partially,36-40,Increased my FI and/or RE number,,,,425000.0,0.0,109000.0,109000.0,2023
2,Yes,United States Dollars (USD),31-35,Married,1,1,For an organization,,,,Professional & Business Services,Private corporation,Consultant,Sr Consultant,Own,61-70,No,,,,,,40000.0,,ChubbyFI,Undecided,Undecided,Increased my FI and/or RE number,,,,932000.0,225967.0,294600.0,294600.0,2023
2,Yes,United States Dollars (USD),36-40,Divorced - Remarried,1,1,For an organization,,,,Information Technology (incl. software engineering),Public corporation,Professional (non-licensed),Quantitative Business Analyst,Own,81-90,No,3000000.0,27.3,,2500000.0,4,60000.0,80000.0,FI,Partially,51-55,Increased my FI and/or RE number,,,,1491600.0,379483.0,0.0,0.0,2023
2,Yes,United States Dollars (USD),31-35,Married,,,For an organization,,,,Healthcare,Private corporation,Administrative staff,Billing Analyst,Provided by employer or school (includes military),81-90,No,2600000.0,20,,3200000.0,3.5,88000.0,100000.0,FI,Partially,41-45,No change,,,,987000.0,20500.0,71342.0,134063.0,2023
2,Yes,United States Dollars (USD),41-45,Married,1,0,"For an organization,For myself",,,,Manufacturing,Private corporation,Marketing,Marketing Director,Own,81-90,No,2500000.0,60,,2500000.0,4,,100000.0,FI,Yes,51-55,No change,,,,2140000.0,350000.0,90000.0,300000.0,2023
1,No,British Pound Sterling (GBP),46-50,Married,2,0,For an organization,,,,Financial Services,Public corporation,Program staff,Business Architect,Own,61-70,No,2487562.189054726,60,,2487562.189054726,5,44776.119402985074,1243781.094527363,ChubbyFI,Partially,51-55,Increased my FI and/or RE number,,,,0.0,0.0,0.0,0.0,2023
2,Yes,United States Dollars (USD),31-35,"In a relationship, but not married",,,For an organization,,,,Information Technology (incl. software engineering),Private corporation,Information technology,Senior Software Engineer,Rent,91-100,No,1500000.0,16,,2500000.0,4,,100000.0,FI,Partially,46-50,No change,,,,500000.0,0.0,81300.0,283000.0,2023
1,Yes,United States Dollars (USD),26-30,Married,,,For an organization,,,,Manufacturing,Private corporation,Professional (non-licensed),Mechanical Engineer IV,Own,51-60,No,1250000.0,6,,1500000.0,4,25000.0,50000.0,Undecided,Undecided,41-45,No change,,,,297000.0,167000.0,3300.0,133300.0,2023
2,Yes,United States Dollars (USD),31-35,Married,1,1,For an organization,,For myself,,"Agriculture, Forestry, Fishing",Public agency (Government),Other (Please specify) - Professor,Assistant Professor,Own,71-80,No,4000000.0,10,,2000000.0,4,,,FI,No,61-65,No change,,,,831000.0,348000.0,250000.0,240000.0,2023
1,Yes,United States Dollars (USD),21-25,"In a relationship, but not married",,2,For an organization,,,,Financial Services,Public corporation,Information technology,Application Developer,Live with family or friends,71-80,No,2500000.0,4.5,,2750000.0,3.5,36000.0,90000.0,FI,Undecided,51-55,No change,,,,134577.0,30120.0,145950.0,145950.0,2023
1,Yes,United States Dollars (USD),36-40,Married,2,2,For an organization,,,,Information Technology (incl. software engineering),Public agency (Government),Information technology,Cloud Systems Engineer,Own,71-80,No,1500000.0,33,,2500000.0,3,,65000.0,FI,Yes,51-55,No change,,,,511000.0,319000.0,60800.0,0.0,2023
2,Yes,United States Dollars (USD),31-35,Married,1,2,For an organization,,,,Information Technology (incl. software engineering),Public corporation,Management - Middle / Lower,lead software engineer,Own,81-90,No,3500000.0,82,,3500000.0,3.5,,100000.0,ChubbyFI,Yes,36-40,Increased my FI and/or RE number,,,,3808000.0,620000.0,95000.0,280000.0,2023
2,No,Euros (EUR),36-40,Married,1,0,,,For myself,,Information Technology (incl. software engineering),Private corporation,Professional (non-licensed),Consultant,Own,61-70,No,919913.4199134199,90,,1082251.0822510822,3.5,21645.021645021643,34632.03463203463,Barista / Coast FI,Partially,41-45,No change,,,,1120129.87012987,102813.8528138528,30573.59307359307,162337.66233766233,2023
2,Yes,United States Dollars (USD),36-40,Married,1,1,For myself,,,,Manufacturing,Private corporation,Management - Middle / Lower,PM,Own,61-70,No,2000000.0,20,,2500000.0,4,,80000.0,FI,Partially,51-55,No change,,,,695000.0,145000.0,125000.0,125000.0,2023
2,Yes,United States Dollars (USD),26-30,Married,,2,For an organization,,,,Construction,Private corporation,Consultant,Consultant,Own,81-90,No,2800000.0,11,,3500000.0,3.5,14000.0,120000.0,ChubbyFI,Partially,46-50,"Increased my FI and/or RE number,Increased my planned RE date",,,,762000.0,465000.0,146240.0,185500.0,2023
2,Yes,United States Dollars (USD),31-35,Married,,,For an organization,,,,Information Technology (incl. software engineering),Private corporation,Information technology,Security Engineer,Own,71-80,No,1800000.0,30,,1800000.0,3.5,50000.0,75000.0,FI,Yes,46-50,Increased my FI and/or RE number,,,,780000.0,120000.0,150500.0,150700.0,2023
1,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,,For an organization,,,,Information Technology (incl. software engineering),Private corporation,Information technology,Senior Software Engineer,Own,81-90,No,2500000.0,34,,2500000.0,3,0.0,60000.0,ChubbyFI,Undecided,41-45,No change,,,,1688000.0,0.0,80000.0,222000.0,2023
2,Yes,United States Dollars (USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
1,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,,For an organization,For myself,,,Distribution / Logistics,Private corporation,Management - Middle / Lower,Business Operations Manager,Rent,71-80,No,1500000.0,80,,2500000.0,4,,80000.0,FI,Partially,36-40,No change,,,,1200000.0,0.0,180000.0,202000.0,2023
1,Yes,United States Dollars (USD),31-35,"In a relationship, but not married",,,For an organization,,,,Public Administration (Civilian Government),Public agency (Government),Professional (licensed / certificated),Attorney,Own,81-90,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
2,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
1,Yes,United States Dollars (USD),31-35,"Single, never married",,,For an organization,,For myself,,Information Technology (incl. software engineering),Private corporation,Management - Upper,Head of Product,Rent,81-90,No,2000000.0,25,,2500000.0,4,,100000.0,FI,Yes,36-40,No change,,,,460000.0,15000.0,67000.0,160000.0,2023
1,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,,For an organization,,,,Healthcare,Private corporation,Information technology,Software Engineer,Live with family or friends,71-80,No,3500000.0,4,,3500000.0,3.5,24000.0,90000.0,ChubbyFI,Partially,56-60,"Increased my FI and/or RE number,Increased my planned RE date",,,,127500.0,47000.0,87000.0,87000.0,2023
2,Yes,United States Dollars (USD),41-45,Married,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
1,Yes,United States Dollars (USD),46-50,"Single, never married",,,For an organization,,,,Media,Private corporation,Information technology,EIC,Own,61-70,No,875000.0,95,,875000.0,4,15000.0,35000.0,FI,Partially,46-50,Increased my FI and/or RE number,,,,1045000.0,0.0,109500.0,109500.0,2023
2,Yes,United States Dollars (USD),31-35,Married,,,,,,"For an organization,For myself",Financial Services,Private corporation,Consultant,Managing Director,Own,81-90,No,1000000.0,120,,,3.5,70000.0,70000.0,FI,Undecided,36-40,Increased my FI and/or RE number,,,,0.0,0.0,0.0,0.0,2023
1,Yes,United States Dollars (USD),31-35,"Single, never married",,,For an organization,,,,Information Technology (incl. software engineering),Public corporation,Information technology,Principal Software Engineer,Own,71-80,Yes,,,No,2000000.0,3.5,,30000.0,FI,Yes,41-45,No change,850000.0,,,1146000.0,77000.0,122888.0,178800.0,2023
1,Yes,United States Dollars (USD),36-40,"Divorced - In a relationship, but not married",,,For an organization,,,,Healthcare,Private corporation,Professional (non-licensed),Senior Manager Business Development,Rent,81-90,Yes,,,No,5000000.0,4,,,FI,No,41-45,No change,2500000.0,,,3035000.0,0.0,217500.0,215000.0,2023
