Number of Contributors,Reside in US,Currency Used,Age,Relationship Status,Children Currently,Children Desired,Working Industry,Employer Type,Job Role,Job Title,Full Time Employment,"Part Time, Regular Employment","Part Time, Irregular Employement",Not Employed,Housing Situation,Cost of Living Index,Financially Independent,FI Number,Percent of FI Amount,Retired,Amount to Retire,Target Safe Withdrawal Rate,Annual Income [Supplemental Sources],Retired Annual Spending,Work if FI,Intended Retirement Age,FI Number [Retired],Annual Withdrawal Rate,Annual Withdrawal Amount,Total Assets,Total Debt,Annual Expenses,Total Income,Year
1,Yes,United States Dollars (USD),36-40,Married,1,0,Information Technology (incl. software engineering),Private corporation,Information technology,Software Engineer,For an organization,,,,Own,71-80,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),36-40,Married,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),31-35,Married,,2,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),31-35,"In a relationship, but not married",,,Public Administration (Civilian Government),Public agency (Government),Administrative staff,,For an organization,,,,Own,81-90,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),31-35,Married,2,0,Public Administration (Civilian Government),Self-employed,Management - Upper,Co-owner,,,For myself,,Own,71-80,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,,Professional & Business Services,Private corporation,Sales,Senior Account Director,For an organization,,,,Rent,81-90,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),21-25,"In a relationship, but not married",,2,Information Technology (incl. software engineering),Private corporation,Information technology,Software Engineer,,,,"For an organization,For myself",Live with family or friends,91-100,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),36-40,"Single, never married",,,Professional & Business Services,Public corporation,Professional (licensed / certificated),,For an organization,,,,Own,91-100,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,No,Euros (EUR),36-40,"In a relationship, but not married",,,Engineering (NOT software),Private corporation,Management - Middle / Lower,Project Manager,For an organization,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,,Information Technology (incl. software engineering),Public agency (Government),Information technology,GIS Analyst,For an organization,,,,Rent,71-80,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),31-35,Married,,,Information Technology (incl. software engineering),Public corporation,Management - Middle / Lower,,For an organization,,,,Rent,81-90,No,2500000.0,50,,,,,90000.0,Undecided,41-45,,,,1236000.0,0.0,0.0,0.0,2022
2,No,Canadian Dollars (CAD),36-40,Married,4,0,Manufacturing,Public corporation,Professional (non-licensed),Computer Aided Design Specialist,For an organization,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,No,Canadian Dollars (CAD),36-40,Married,4,0,Manufacturing,Public corporation,Professional (non-licensed),CAD Specialist,For an organization,,,,Own,61-70,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),36-40,"In a relationship, but not married",,,Engineering (NOT software),Public corporation,Management - Middle / Lower,,For an organization,,,,Own,61-70,Yes,,,No,2000000.0,,,,No,41-45,,,,1640000.0,246000.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),21-25,"In a relationship, but not married",,3,Engineering (NOT software),Private corporation,Professional (non-licensed),EIT,For an organization,,,,Own,71-80,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),26-30,Married,,2,Information Technology (incl. software engineering),Private corporation,Information technology,Software Engineer,For an organization,,,,Rent,91-100,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),31-35,"In a relationship, but not married",,2,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),36-40,Married,,,Engineering (NOT software),Private corporation,Management - Upper,Sr. Director,For an organization,,,,Own,81-90,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),36-40,Married,,,Healthcare,Nonprofit corporation,Professional (licensed / certificated),Physician,For an organization,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),36-40,Married,1,0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),31-35,Married,2,0,Other Services,Public agency (Government),Professional (licensed / certificated),Police Officer,For an organization,,,,Own,71-80,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),56-60,Married,4,0,Other Services,Self-employed,Marketing,Designer,,,For myself,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),21-25,Married,,2,Information Technology (incl. software engineering),Public corporation,Consultant,Senior Consultant,For an organization,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),41-45,Married,2,0,Education,Nonprofit corporation,Management - Upper,VP Communications,For an organization,,,,Own,71-80,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),51-55,Married,2,0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),51-55,Married,,,Information Technology (incl. software engineering),Self-employed,Information technology,Dba,,,,For an organization,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),51-55,Married,,,Information Technology (incl. software engineering),Self-employed,Information technology,dba,,,,For an organization,Own,81-90,Yes,,,Yes,,,,,,,750000.0,3.6,55000,2235000.0,0.0,55000.0,180000.0,2022
1,Yes,United States Dollars (USD),31-35,Married,2,0,Engineering (NOT software),Public agency (Government),Management - Middle / Lower,Mechanical Engineer,For an organization,For an organization,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,2,Healthcare,Private corporation,Professional (licensed / certificated),Dentist,For an organization,For an organization,For myself,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,No,Canadian Dollars (CAD),26-30,Married,,,Information Technology (incl. software engineering),Private corporation,Information technology,Senior Software Engineer,For an organization,,,,Rent,91-100,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,No,Euros (EUR),41-45,Married,2,0,Engineering (NOT software),Public corporation,Information technology,,For an organization,,,,Rent,71-80,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),31-35,"Single, never married",,,Information Technology (incl. software engineering),Public corporation,Professional (non-licensed),Program Management,For an organization,,,,Own,91-100,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
3,Yes,United States Dollars (USD),36-40,Married,9,,Real Estate,Private corporation,Management - Upper,Owner,For myself,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),36-40,Married,,1,Information Technology (incl. software engineering),Private corporation,Information technology,Sr Staff Software Engineer,For an organization,,,,Own,81-90,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,,Healthcare,Private corporation,Information technology,Designer,For an organization,,For myself,,Own,71-80,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),26-30,"Single, never married",,1,Financial Services,Private corporation,Administrative staff,Accounting Associate,For an organization,,,,Live with family or friends,81-90,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),36-40,Married,2,0,Information Technology (incl. software engineering),Public corporation,Management - Upper,Senior Director,For an organization,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),46-50,Married,2,0,Information Technology (incl. software engineering),Public corporation,Marketing,Competitive Intelligence Analyst,,,,"For an organization,For myself",Own,81-90,Yes,,,Yes,,,,,,,5000000.0,3.28,219000,7372000.0,0.0,225460.0,300000.0,2022
2,Yes,United States Dollars (USD),31-35,Married,1,1,Information Technology (incl. software engineering),Public corporation,Sales,Technical Specialist,For an organization,,,,Own,81-90,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),31-35,"In a relationship, but not married",,1,Financial Services,Private corporation,Professional (licensed / certificated),Contoller,For an organization,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),41-45,Married,4,0,Retail,Public corporation,Management - Middle / Lower,Retail operations,For an organization,,,,Own,81-90,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),21-25,"In a relationship, but not married",,,Engineering (NOT software),Private corporation,Professional (licensed / certificated),Project Engineer,For an organization,,,,Rent,61-70,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,No,Canadian Dollars (CAD),21-25,"In a relationship, but not married",,,Retail,Public corporation,Consultant,Customer strategy and measurement consultant,For an organization,,,,Live with family or friends,71-80,No,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,No,Euros (EUR),26-30,Married,,1,Information Technology (incl. software engineering),Private corporation,Professional (non-licensed),developer,For an organization,,,,Rent,41-50,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,No,Euros (EUR),26-30,Married,,3,Engineering (NOT software),Private corporation,Information technology,Software Engineer,For an organization,,,,Rent,71-80,No,841219.7686645637,12,,,,25236.59305993691,21030.49421661409,No,Undecided,,,,131440.58885383807,0.0,19453.207150368034,48580.44164037855,2022
1,No,Euros (EUR),41-45,"Single, never married",,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),36-40,"In a relationship, but not married",,,Professional & Business Services,Private corporation,Professional (non-licensed),VP People Operations,For an organization,,,,Own,81-90,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),36-40,Married,,2,Professional & Business Services,Private corporation,Management - Upper,COO,For an organization,,,,Own,91-100,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),41-45,"In a relationship, but not married",,,Financial Services,Public corporation,Professional (licensed / certificated),Director,,,,"For an organization,For myself",Own,71-80,Yes,,,Yes,,,,,,,2000000.0,1.4,58000,6020000.0,0.0,57500.0,0.0,2022
1,Yes,United States Dollars (USD),31-35,"Single, never married",,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),31-35,Married,,2,Healthcare,Nonprofit corporation,Information technology,Business intelligence admin,For an organization,,For an organization,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),31-35,Married,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),31-35,Married,,,Information Technology (incl. software engineering),Public corporation,Information technology,Principal Software Developer,,,,"For an organization,For myself",Nomadic,81-90,Yes,,,Yes,,,,,,,2750000.0,3.5,48000,3130000.0,580000.0,95500.0,50400.0,2022
2,Yes,United States Dollars (USD),41-45,Married,1,2,Information Technology (incl. software engineering),Private corporation,Information technology,Staff software engineer,,,,For myself,Own,71-80,Yes,,,Yes,,,,,,,1800000.0,2.8,80000,3870000.0,5000.0,65000.0,100000.0,2022
1,Yes,United States Dollars (USD),36-40,"Single, never married",,2,Information Technology (incl. software engineering),Public corporation,Information technology,Principal Software Engineer,For an organization,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,No,Euros (EUR),21-25,"Single, never married",,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,No,Euros (EUR),46-50,"In a relationship, but not married",3,0,Public Administration (Civilian Government),Public agency (Government),Administrative staff,Senior advisor,For an organization,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),36-40,"In a relationship, but not married",,,Energy,Public corporation,Professional (non-licensed),,For an organization,,,,Own,61-70,Yes,,,No,,,,,No,41-45,,,,1640000.0,235000.0,45000.0,206000.0,2022
1,Yes,United States Dollars (USD),36-40,"In a relationship, but not married",,,Natural Resources,Public corporation,Professional (licensed / certificated),Geologist,For an organization,,,,Own,81-90,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),46-50,"In a relationship, but not married",,,"Arts, Entertainment, Recreation",Private corporation,Marketing,,,,,For an organization,Own,81-90,Yes,,,Yes,,,,,,,1500000.0,0.0,0,3550000.0,635000.0,148000.0,0.0,2022
2,Yes,United States Dollars (USD),36-40,Married,2,0,Healthcare,Nonprofit corporation,Management - Middle / Lower,Director,For an organization,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),26-30,"Single, never married",,,Information Technology (incl. software engineering),Private corporation,Professional (non-licensed),Software Engineer,For an organization,,,,Live with family or friends,81-90,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),31-35,"Single, never married",,2,Healthcare,Private corporation,Professional (licensed / certificated),Pharmacist,For an organization,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),31-35,Married,1,0,Information Technology (incl. software engineering),Private corporation,Management - Middle / Lower,"Director, Software Engineering",For an organization,,,,Own,71-80,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),36-40,Married,3,0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),31-35,Married,,,Public Administration (Civilian Government),Public agency (Government),Administrative staff,Paralegal,For an organization,,For myself,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,2,Information Technology (incl. software engineering),Public corporation,Management - Middle / Lower,Data Engineering Manager,For an organization,,,,Rent,71-80,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),31-35,Married,,1,Information Technology (incl. software engineering),Private corporation,Skilled laborer / skilled tradesperson,Senior software engineer,For an organization,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,,Other Services,Public corporation,Skilled laborer / skilled tradesperson,Associate Scientist,For an organization,,,,Rent,81-90,No,1000000.0,25,,,,,,Partially,36-40,,,,252185.0,0.0,73981.0,74277.0,2022
1,Yes,United States Dollars (USD),41-45,Divorced,1,0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),26-30,Married,,3,Financial Services,Self-employed,Professional (licensed / certificated),Vice President,For myself,,For an organization,,Rent,81-90,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),41-45,Married,2,0,Construction,Private corporation,Management - Upper,Owner,,,,For myself,Own,71-80,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,No,British Pound Sterling (GBP),46-50,"Divorced - In a relationship, but not married",2,0,Information Technology (incl. software engineering),Private corporation,Management - Upper,Director,For myself,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),36-40,"Single, never married",,,Public Administration (Civilian Government),Public agency (Government),Skilled laborer / skilled tradesperson,Police Officer,For an organization,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),26-30,Married,,,Engineering (NOT software),Public corporation,Professional (non-licensed),Mechanical Engineer II,For an organization,,,,Own,71-80,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,No,United States Dollars (USD),41-45,Married,2,0,Financial Services,Private corporation,Management - Upper,,For an organization,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),56-60,Married,,,Healthcare,Public corporation,Management - Upper,Services Program Director,,,,"For an organization,For myself",Own,71-80,Yes,,,Yes,,,,,,,2500000.0,0.0,0,3150000.0,0.0,100000.0,175000.0,2022
2,Yes,United States Dollars (USD),41-45,Married,,,Professional & Business Services,Private corporation,Management - Middle / Lower,Researcher,For an organization,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),36-40,Married,,,Engineering (NOT software),Private corporation,Program staff,Product manager,For an organization,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),31-35,Married,,2,Healthcare,Nonprofit corporation,Professional (licensed / certificated),Physical Therapist,For an organization,,,,Rent,61-70,No,,,,,,30000.0,60000.0,Undecided,51-55,,,,465000.0,0.0,139200.0,140000.0,2022
2,Yes,United States Dollars (USD),31-35,Married,1,0,Education,Nonprofit corporation,Professional (licensed / certificated),Science educator,For an organization,,,,Own,81-90,No,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),21-25,"Single, never married",,4,Construction,Public corporation,Sales,,For an organization,,For an organization,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),21-25,"Single, never married",,4,Construction,Public corporation,Sales,,For an organization,,For an organization,,Rent,81-90,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),26-30,"Single, never married",,,Information Technology (incl. software engineering),Public corporation,Information technology,Principal Product Manager,For an organization,,,,Rent,91-100,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),31-35,Married,,,Professional & Business Services,Public corporation,Professional (licensed / certificated),Senior manager,For an organization,,,,Own,91-100,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),31-35,Married,1,2,Information Technology (incl. software engineering),Public corporation,Information technology,Senior software engineer,For an organization,,,,Own,91-100,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),56-60,Divorced,,,Engineering (NOT software),Public corporation,Professional (licensed / certificated),Senior Manufacturing Engineer,,,,"For an organization,For myself",Own,81-90,Yes,,,Yes,,,,,,,1500000.0,3.5,75000,3090000.0,500000.0,86500.0,0.0,2022
1,Yes,United States Dollars (USD),51-55,"Single, never married",,,Healthcare,Public corporation,Sales,Sales Representative,,,,For an organization,Rent,81-90,Yes,,,Yes,,,,,,,1650000.0,2.7,42000,1801000.0,0.0,44575.0,4766.0,2022
2,Yes,United States Dollars (USD),26-30,Married,1,2,Information Technology (incl. software engineering),Public corporation,Information technology,Director of Software Engineering,For an organization,,,,Own,61-70,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),31-35,Married,1,,Information Technology (incl. software engineering),Public corporation,Information technology,,,,,,Own,91-100,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,No,Canadian Dollars (CAD),21-25,"In a relationship, but not married",,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),26-30,Married,,2,Healthcare,Self-employed,Professional (licensed / certificated),Physician Assistant,"For an organization,For myself",,,,Own,71-80,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),26-30,Married,,2,Healthcare,Self-employed,Professional (licensed / certificated),Physician Assistant,For myself,,,,Own,71-80,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),26-30,"Single, never married",,,Professional & Business Services,Private corporation,Professional (non-licensed),Manager,For an organization,,,,Rent,91-100,No,,,,,,,,,51-55,,,,140200.0,28000.0,122500.0,140000.0,2022
2,Yes,United States Dollars (USD),46-50,Married,1,0,Distribution / Logistics,Private corporation,Professional (non-licensed),Systems Admin,For an organization,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),31-35,"Single, never married",,,Professional & Business Services,Private corporation,Professional (non-licensed),,,,,,Rent,91-100,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),26-30,"Single, never married",,,Information Technology (incl. software engineering),Private corporation,Information technology,Software Engineer,For an organization,,,,Rent,71-80,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),36-40,"In a relationship, but not married",,,Healthcare,Nonprofit corporation,Professional (non-licensed),Project Leader,For an organization,,,,Rent,91-100,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),31-35,"In a relationship, but not married",,,Professional & Business Services,Private corporation,Management - Upper,Director,For an organization,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),31-35,"In a relationship, but not married",,,Healthcare,Private corporation,Administrative staff,Financial Analyst,For an organization,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),36-40,Married,2,0,Information Technology (incl. software engineering),Private corporation,Management - Middle / Lower,Director,For an organization,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),21-25,"In a relationship, but not married",,2,Transportation,Public corporation,Program staff,Product Analyst,For an organization,,,,Rent,81-90,No,,,,,,,,Undecided,Undecided,,,,50354.0,15000.0,65000.0,65000.0,2022
1,Yes,United States Dollars (USD),<20,"Single, never married",,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),46-50,Married,1,0,Information Technology (incl. software engineering),Private corporation,Management - Middle / Lower,Manager - Network Planning,For an organization,,,,Own,61-70,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),31-35,"In a relationship, but not married",,,"Agriculture, Forestry, Fishing",Nonprofit corporation,Management - Upper,Program Director,For an organization,,,,Rent,91-100,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),31-35,"Single, never married",,,Information Technology (incl. software engineering),Nonprofit corporation,Information technology,Security Engineer,For an organization,,,,Own,71-80,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),26-30,Married,,,Engineering (NOT software),Private corporation,Professional (licensed / certificated),Systems engineer,For an organization,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,3,Distribution / Logistics,Private corporation,Consultant,Disposable specialist,For an organization,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,3,Distribution / Logistics,Private corporation,Consultant,Disposable specialist,For an organization,,,,Rent,71-80,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,2,Distribution / Logistics,Private corporation,Sales,Sales,For an organization,,,,Rent,81-90,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),41-45,Married,2,0,Financial Services,Public corporation,Management - Middle / Lower,Product Manager,For an organization,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),31-35,Married,,2,Professional & Business Services,Private corporation,Professional (licensed / certificated),Lawyer,For an organization,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),31-35,Married,,2,Professional & Business Services,Private corporation,Professional (licensed / certificated),Lawyer,For an organization,,,,Own,71-80,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,No,Canadian Dollars (CAD),21-25,"Single, never married",,,Natural Resources,Public agency (Government),Professional (licensed / certificated),Water Quality Analyst,For an organization,,,,Live with family or friends,61-70,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),21-25,"Single, never married",,,Financial Services,Public corporation,Management - Middle / Lower,Manager,For an organization,,,,Rent,81-90,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),26-30,"Single, never married",,,Manufacturing,Public corporation,Professional (non-licensed),,For an organization,,,,Rent,71-80,No,,,,,,,,,51-55,,,,252000.0,0.0,79000.0,79000.0,2022
2,No,Australian Dollars (AUD),26-30,"In a relationship, but not married",,2,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),26-30,Married,1,1,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),46-50,Married,,,Information Technology (incl. software engineering),Public corporation,Information technology,,,,For myself,For an organization,Own,71-80,Yes,,,Yes,,,,,,,1500000.0,,,1900000.0,300000.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),51-55,"In a relationship, but not married",,,Information Technology (incl. software engineering),Public corporation,Information technology,Software engineer,,,,"For an organization,For myself",Rent,91-100,Yes,,,Yes,,,,,,,1000000.0,3.3,50000,1450000.0,2000.0,40000.0,40000.0,2022
2,Yes,United States Dollars (USD),31-35,Married,1,1,Distribution / Logistics,Private corporation,Management - Middle / Lower,Director of Data Analytics,For an organization,,,,Own,81-90,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,No,Euros (EUR),26-30,Married,,,Healthcare,Public corporation,Professional (licensed / certificated),,For an organization,,,,Own,71-80,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),36-40,Married,4,0,Media,Nonprofit corporation,Sales,,For myself,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),41-45,Married,1,0,Real Estate,Self-employed,Management - Upper,Owner,,For myself,,,Own,61-70,Yes,,,No,,,75000.0,,No,41-45,,,,1590000.0,220000.0,48000.0,160000.0,2022
2,Yes,United States Dollars (USD),36-40,Married,,,Professional & Business Services,Self-employed,Professional (non-licensed),,,,For myself,,Own,81-90,No,,,,,,,,Undecided,Undecided,,,,2456304.0,0.0,0.0,436547.0,2022
2,Yes,United States Dollars (USD),41-45,Married,2,0,Healthcare,Nonprofit corporation,Management - Middle / Lower,Director,For an organization,,,,Own,91-100,No,,,,,,,,No,56-60,,,,2195000.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),51-55,Married,2,0,Transportation,Public corporation,Management - Middle / Lower,Manager,For an organization,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),31-35,"In a relationship, but not married",,,Information Technology (incl. software engineering),Private corporation,Sales,Solution Consultant,For an organization,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2022
